Link (Cust + PH),Country,ABC-XYZ,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712
17120706PT070200A,"Nordics, Poland & Russia",B-Y,"1,171.50","2,699.63",0,"1,239.38",0,"1,959.00","1,844.63","1,305.38","1,638.00","1,891.88",994.13,873.38,0,"2,345.25",877.5,0,"1,741.88","1,691.25","1,170.00","2,141.25",0,"3,215.25",211.88,877.5,"1,980.38",236.63,"1,909.13",718.5,0,"1,596.00","2,187.75",468,954.38,"1,896.75","1,899.00",0,"1,675.88","1,413.75",0,"1,840.50",40.13,"1,948.88","1,287.00","1,825.88",601.5,"1,860.38",481.13,"1,239.75"
17120706PT070250A,"Nordics, Poland & Russia",B-Y,481.5,989.63,0,"1,968.00",0,"1,395.75",51.38,474.38,"1,906.50","1,728.00",723,916.88,0,"1,357.50",975.75,0,0,"1,670.63",693.38,"1,410.38",0,487.13,"1,538.63",942.75,"1,316.63","1,415.63",0,958.13,0,321.75,"1,088.25","1,323.75",786.75,"1,587.00",0,"1,707.38",151.13,477.75,"1,675.50",0,"1,551.38",0,562.13,965.63,910.5,0,"1,270.88",543.75
17121201PC030500A,"Nordics, Poland & Russia",C-Z,201.3,0,0,168.9,607.2,188.1,522.6,254.4,249.6,0,210,414.6,298.5,429.6,0,145.8,72.6,0,194.4,486.9,0,0,42,207.3,0,210,210.3,207.3,72.9,132,213.3,210.6,209.1,0,206.7,0,214.8,0,416.7,267.3,0,155.1,97.2,113.1,0,0,0,0
17121201PC031000A,"Nordics, Poland & Russia",A-X,"11,859.30","9,770.10","2,627.40","5,995.50","4,474.80","6,659.70","8,206.20","10,652.10","7,386.30","7,721.40","11,935.20","15,010.80","10,084.20","10,960.20","7,402.20","8,204.40","3,835.50","2,427.00","3,501.00","6,951.00","5,732.70","6,000.90","7,526.40","8,766.30","4,078.80","7,594.20","7,947.30","5,775.90","6,096.00","6,011.70","4,702.20","10,547.70","6,201.00","7,063.20","8,868.00","3,506.70","4,688.10","4,690.20","7,409.27","5,172.60","8,124.30","6,489.30","7,819.50","5,414.70","6,851.70","8,233.50","8,239.78","13,442.00"
17121201PC031000F,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,0,0,0,172.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.2,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17121201PC042000A,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17121201PC060200A,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17121201PC060500A,"Nordics, Poland & Russia",C-Z,"2,523.96",879.84,0,419.4,451.08,285.12,631.44,833.4,815.4,630,"1,381.68","1,963.80",633.6,"2,419.92",0,380.16,171,0,458.28,0,731.16,463.32,569.16,"1,077.84",0,898.2,509.4,893.88,538.56,104.4,320.04,945.72,464.76,443.52,"1,317.96",411.84,453.96,672.48,480.6,384.48,777.24,474.48,108.36,0,0,0,0,0
17121201PC070200A,"Nordics, Poland & Russia",C-Z,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,117,234,0,347.25,0,0,0,0,0,0,0,0,0,234,117,0,118.88,0
17121201PC070200F,"Nordics, Poland & Russia",C-Z,0,261.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,102.75,0,0,0,0,0,0,0
